,"lambda_i,1",Ri/(Ri+Si)
0,0.31161657892301786,0.0
1,1.5128799667637398,0.36926605504587157
2,1.2480068106069384,0.0
3,0.3689017702253732,0.0
4,0.749287554199378,0.0
5,0.5491585623315476,0.001440922190201729
6,0.5914914023187652,0.0015408320493066256
7,0.07490639901951623,0.0017793594306049821
8,1.9267776928946,0.35217637083097797
9,0.3576931143276205,0.0
10,0.8231986943770513,0.0
11,1.0065843235832437,0.2976923076923077
12,1.6290043310490696,0.3694829760403531
13,0.7221200369474361,0.0
14,0.7528281326605328,0.0
15,1.935190423598969,0.3503866745984533
16,1.5628344491379864,0.3470483005366726
17,1.9974733351338239,0.32737030411449014
18,1.216577163665515,0.35955746773202213
19,1.8244476329424197,0.36713286713286714
20,0.9059575293444242,0.3311499272197962
21,0.8229154978273867,0.2379471228615863
22,0.6424838846315915,0.0
23,1.37603850542784,0.33396584440227706
24,0.9670111379475859,0.0
25,0.011038036140885055,0.0
26,1.592757354361591,0.37485380116959066
27,1.2971677981920282,0.3419857235561324
28,1.212222039702586,0.3322324966974901
29,1.0767805931457488,0.0015600624024961
30,1.2299283127692016,0.3004201680672269
31,0.127672618536244,0.0031645569620253164
32,1.5219734016833715,0.36067415730337077
33,0.6965529980817489,0.0016501650165016502
34,0.04925764912254582,0.0017006802721088435
35,0.22779161668892578,0.0
36,1.8288234233004221,0.33253588516746413
37,0.854587926482546,0.0
38,0.9261417928018165,0.3183856502242152
39,0.441779522498952,0.0
40,1.6173781220536045,0.36955258570598487
41,0.7787470531370173,0.20654911838790932
42,0.7157003717556647,0.0014727540500736377
43,0.8605806650783496,0.0
44,0.8760520088092367,0.0
45,1.375788858571678,0.0
46,1.0917372986086895,0.0
47,1.40609797744937,0.3529788597053171
48,1.081821072558427,0.15096065873741996
49,1.5267390594125696,0.0
50,1.346022128304957,0.35097323600973235
51,0.48500328772470414,0.0035398230088495575
52,0.978381274587693,0.1393884892086331
53,0.311102163528834,0.0
54,0.7711561749078151,0.228125
55,0.9335542318015522,0.0
56,0.3655734591654376,0.0017543859649122807
57,0.8757948644210358,0.0
58,1.806776607211676,0.005145797598627788
59,0.8708549360152644,0.0
60,0.6338813166825912,0.0016051364365971107
61,1.2152309623560809,0.3273850377487989
62,0.2583506721616424,0.001451378809869376
63,0.12089626601863324,0.0
64,1.3721676026260763,0.0
65,0.14884652972034762,0.0
66,0.3710242369984038,0.0016260162601626016
67,1.656154418221404,0.0
68,1.5125722400728143,0.32653061224489793
69,1.1671218109814063,0.0
70,1.6440296976585451,0.0
71,1.943968761058423,0.3886486486486487
72,0.35433449395373273,0.003669724770642202
73,1.9174494142906788,0.37393162393162394
74,0.8009989652706342,0.0
75,1.3663785805723865,0.0
76,1.3212729716245293,0.3759951010410288
77,0.8472163421011192,0.0
78,0.41227287396177803,0.0
79,0.64523267215408,0.0
80,1.091017414982671,0.003125
81,1.9604299736191035,0.36505286588759045
82,1.536196934630109,0.3315972222222222
83,0.7485474557010148,0.0031007751937984496
84,0.24064645887583413,0.0030581039755351682
85,1.9159145980137544,0.3798103736754044
86,0.9390985192107606,0.24879614767255218
87,0.7972459638886789,0.25412541254125415
88,1.9485817298270038,0.3388888888888889
89,0.04905136506580354,0.0
90,0.5889464687039054,0.0
91,1.1377159667541834,0.0
92,1.9560328913211178,0.3855623950755456
93,0.26684119668555084,0.0017605633802816902
94,1.074851069359166,0.16047144152311876
95,1.3133851522610174,0.2858112695179905
96,0.9766576782263243,0.22638297872340427
97,1.1497091619836484,0.28794326241134754
98,1.4083847549410626,0.0
99,0.27955461672951754,0.002004008016032064
