,"lambda_i,1",Ri/(Ri+Si)
0,0.49029504386341616,0.0
1,1.219645541763283,0.3830313014827018
2,0.5485648278664974,0.0
3,0.6465630014371997,0.0
4,1.0753758906916464,0.3901869158878505
5,0.27871994168965086,0.0
6,1.3685356985752868,0.3778337531486146
7,1.3997610612507712,0.38361719383617193
8,0.03704677322341654,0.0
9,0.468360423546508,0.0
10,0.8256264443616079,0.38343108504398826
11,0.10589941950254178,0.0
12,1.4808617181959312,0.38658940397350994
13,1.2837506870165427,0.3790849673202614
14,0.49558736217278865,0.0
15,1.3482808347147506,0.3770096463022508
16,1.7564115549411512,0.3732142857142857
17,1.6953470769696717,0.37789203084832906
18,1.7551164739454204,0.3716577540106952
19,0.4706542842570818,0.0
20,0.8645847514129879,0.0
21,1.1652063516357258,0.37717908082408874
22,1.9389369237853082,0.3664323374340949
23,0.48368458964604155,0.0
24,0.912305179867495,0.3950256035113387
25,0.48557652961281716,0.0
26,1.5810642693148933,0.38011695906432746
27,1.2850464077670747,0.37782982045277125
28,0.1822383543785555,0.0
29,0.5606467427736685,0.0
30,0.1884437003866788,0.0
31,0.00022557857799143655,0.0
32,1.7281304631387264,0.35964912280701755
33,1.93155111058523,0.3741562198649952
34,1.3878837625680314,0.38696369636963696
35,0.8170808454880234,0.3945086705202312
36,0.904977936327086,0.0
37,0.1331260882201728,0.0
38,0.43760985588461954,0.0
39,1.4323334749122598,0.38320209973753283
40,0.4005612383458317,0.0
41,0.2297582591232361,0.0
42,1.3056316405157729,0.3825944170771757
43,1.3596890557019605,0.3815899581589958
44,1.56426681841974,0.37037037037037035
45,0.1198530231289976,0.0
46,1.4716842313214682,0.378682842287695
47,0.21257558884263794,0.0
48,1.3240859656756843,0.37740585774058577
49,1.3534130886391773,0.38767234387672345
50,0.8144147548904028,0.3847305389221557
51,1.7825809687119827,0.36202307009760426
52,1.7970755529658617,0.36627379873073435
53,0.7281697545308001,0.0
54,0.9359251094323562,0.0
55,0.3644865416397389,0.0012919896640826874
56,0.4082702163378249,0.0
57,1.7927986519199117,0.3724584103512015
58,0.3605301601448849,0.0
59,1.7679677100137208,0.36526410026857653
60,0.7312174745837343,0.0
61,0.03885307460522425,0.0
62,0.2498807987180387,0.0
63,0.8252939271998638,0.3180722891566265
64,1.2134451887701379,0.3772504091653028
65,1.5971935996533508,0.3776824034334764
66,0.019562456599154787,0.0
67,0.05575599952755583,0.0
68,1.9591860334694273,0.37145471180237877
69,1.1448110641632636,0.38226059654631084
70,0.08968892281240648,0.0
71,0.33080031117691266,0.0
72,0.9571251895479911,0.3813625685199687
73,0.27980911231168637,0.0
74,1.3825333370145867,0.3783570300157978
75,1.0682815387517088,0.3893805309734513
76,1.1635885367254575,0.38223938223938225
77,1.5375720931159322,0.36994727592267135
78,0.13005644856894305,0.0
79,1.942342582993791,0.36793327154772937
80,0.6562094890928534,0.0
81,0.8540196952069996,0.0
82,1.6305220725338507,0.3689236111111111
83,0.39352671111696624,0.0
84,1.3198729652739138,0.3771289537712895
85,0.2311651789606588,0.0
86,0.5301961871312943,0.0
87,1.4775825025257927,0.3755535872453499
88,0.25440721087060836,0.0
89,1.5614815497912857,0.3727659574468085
90,1.089418768973129,0.382467028704422
91,0.7598690064646674,0.32940251572327045
92,0.874473922476491,0.3881824981301421
93,0.680507717025443,0.09697601668404589
94,1.8074685111682238,0.36224028906955735
95,0.5974051950246513,0.0
96,1.2592097854457585,0.38764044943820225
97,0.04325841469577685,0.0
98,0.03832649196386573,0.0
99,0.7105606865747653,0.0
