,"lambda_i,1",Ri/(Ri+Si)
0,1.4732775469278285,0.5353846153846153
1,1.8710471370640624,0.6270853778213935
2,0.14553808981626215,0.07373737373737374
3,1.1266418060464043,0.11563981042654028
4,0.7824145800068529,0.08399209486166008
5,0.01842420359266428,0.08008213552361396
6,0.12070826747881713,0.07541625857002938
7,1.7691855106599585,0.5610766045548654
8,0.3251695899215541,0.06526315789473684
9,1.9537438393077278,0.6413586413586414
10,0.6825220953997362,0.10772357723577236
11,0.5276206499450176,0.0960960960960961
12,0.8451966983846686,0.0914396887159533
13,0.8578773748253901,0.20682730923694778
14,0.7918584960908079,0.12630480167014613
15,1.5946692723177032,0.5202913631633714
16,0.605104046273834,0.09819639278557114
17,1.0659751245548263,0.19463753723932473
18,1.81440058171512,0.6227795193312434
19,0.4222068015776075,0.0722057368941642
20,0.5285803796302702,0.08317025440313111
21,0.5061747042142328,0.07494866529774127
22,0.6203432117350576,0.12896825396825398
23,0.5208542407044052,0.1069723018147087
24,0.04674285932696631,0.07790927021696252
25,1.0845836296818658,0.1577319587628866
26,1.1157717604431974,0.2773480662983425
27,0.22946281147923808,0.07569721115537849
28,1.3228618943283401,0.3360910031023785
29,0.45561034446659,0.06940371456500488
30,0.1701944067586867,0.07854984894259819
31,0.3001376919179537,0.0750256937307297
32,0.5767014497299199,0.1201171875
33,0.3460186535485472,0.07936507936507936
34,0.1696620071456687,0.0872093023255814
35,1.5856745452289003,0.5627490039840638
36,0.8309970828603224,0.11143695014662756
37,0.22140559887274214,0.0753221010901883
38,0.3500642283806217,0.09189723320158102
39,1.0189575758516134,0.10717896865520728
40,0.2952021150456807,0.08635917566241413
41,0.056011628260477675,0.07770961145194274
42,0.7695386448547872,0.08530805687203792
43,0.768103442361497,0.09137055837563451
44,1.2556361886412961,0.4078674948240166
45,0.13974057094545445,0.06517311608961303
46,1.8346394752863298,0.6018518518518519
47,0.35334438677077196,0.08577194752774975
48,1.5723602587338872,0.4813695871097684
49,1.6356395832847481,0.547112462006079
50,1.1339600478703535,0.23790322580645162
51,1.8145938557363164,0.5369649805447471
52,0.47523653052756254,0.08546168958742632
53,1.8161971681342284,0.6379668049792531
54,0.21902996552586962,0.09595959595959595
55,1.1466182719418458,0.2042042042042042
56,0.05105349065204412,0.08042635658914729
57,0.6250926238908507,0.08309178743961353
58,0.24461988879812124,0.08652900688298919
59,1.5365341380915591,0.5338725985844287
60,1.4485658064058788,0.5445240532241555
61,1.2469163943710524,0.3109072375127421
62,0.2584677569480589,0.08966861598440545
63,0.17032852644810936,0.08893280632411067
64,1.858874253634408,0.6168958742632613
65,1.323276058124081,0.3375984251968504
66,1.1671662394381648,0.22157434402332363
67,1.2714146874423504,0.49137055837563454
68,1.3387109662866203,0.19096509240246407
69,1.1662277209112746,0.1348314606741573
70,0.027554548426955927,0.07810894141829394
71,0.23111214018442183,0.10176125244618395
72,1.920260886579879,0.6747720364741642
73,0.5608801701964445,0.09919028340080972
74,1.9540776758660434,0.5527093596059113
75,1.289285581159336,0.3247269116186693
76,0.33520108269800764,0.08062930186823992
77,0.6809059369025252,0.09243697478991597
78,0.24436566262985893,0.0981169474727453
79,1.5266452508863395,0.4277047522750253
80,0.07010296110512848,0.06591143151390319
81,1.298241708335784,0.25737538148524924
82,1.2209846750437945,0.09126594700686948
83,1.1236814094233005,0.1111111111111111
84,1.9905565225683282,0.5804195804195804
85,1.0966655880505443,0.2257085020242915
86,0.7782966182906239,0.12236710130391174
87,1.6574061950931855,0.5994005994005994
88,0.39130887466456854,0.08195211786372007
89,1.9188877562444113,0.5863066538090647
90,1.4986162505392855,0.49207920792079207
91,1.7568550378406123,0.5823293172690763
92,1.3915729427913357,0.4550155118924509
93,0.33864515973686515,0.08682926829268292
94,1.1126238561847555,0.2642436149312377
95,0.9941232782484122,0.21226874391431352
96,0.15956891737514178,0.0710172744721689
97,1.944075532327798,0.6451612903225806
98,1.6617050932663984,0.5353430353430353
99,1.5867114010580297,0.5592369477911646
